OHIO STATE LEGISLATIVE DISTRICTS LOWER BY CENSUS TRACT
State,Tract,County,StateLegislativeDistrictsLower
39,953000,163,093
39,953000,163,094
39,953100,163,093
39,953100,163,094
39,953200,163,093
39,953200,163,094
39,953500,053,093
39,953600,053,093
39,953700,053,093
39,953800,053,093
39,953900,053,093
39,954000,053,093
39,954100,053,093
39,954400,071,091
39,954500,071,091
39,954600,071,091
39,954700,071,091
39,954800,071,091
39,954900,071,091
39,955000,071,091
39,955100,071,091
39,955200,071,091
39,955500,141,092
39,955601,141,092
39,955602,141,092
39,955603,141,092
39,955700,141,092
39,955800,141,092
39,955900,141,092
39,956000,141,092
39,956100,141,092
39,956200,141,092
39,956300,141,092
39,956400,141,092
39,956500,141,092
39,956600,141,092
39,956700,141,091
39,956700,141,092
39,956800,141,091
39,956800,141,092
39,956900,141,091
39,956900,141,092
39,957200,079,093
39,957300,079,093
39,957400,079,093
39,957500,079,093
39,957600,079,093
39,957700,079,093
39,957800,079,093
39,958100,039,082
39,958200,039,082
39,958300,039,082
39,958400,039,082
39,958500,039,082
39,958600,039,082
39,958700,039,082
39,958800,039,082
39,958900,039,082
39,960100,125,082
39,960200,125,082
39,960300,125,082
39,960400,125,082
39,960500,125,082
39,960800,143,088
39,960900,031,072
39,960900,143,088
39,961000,031,072
39,961000,143,088
39,961100,031,072
39,961100,143,088
39,961200,031,072
39,961200,143,088
39,961300,031,072
39,961300,143,088
39,961400,031,072
39,961400,143,088
39,961500,031,072
39,961500,143,088
39,961600,031,072
39,961600,143,088
39,961700,031,072
39,961700,143,088
39,961800,031,072
39,961800,143,088
39,961900,143,088
39,962000,143,088
39,962100,143,088
39,962200,143,088
39,962500,147,088
39,962600,147,088
39,962700,147,087
39,962700,147,088
39,962800,147,087
39,962800,147,088
39,962900,147,088
39,963000,147,087
39,963000,147,088
39,963100,147,087
39,963100,147,088
39,963200,147,088
39,963300,147,088
39,963400,147,088
39,963500,147,088
39,963600,147,088
39,963700,147,088
39,963800,147,088
39,964100,105,094
39,964200,105,094
39,964300,027,091
39,964300,105,094
39,964400,027,091
39,964400,105,094
39,964500,027,091
39,964500,105,094
39,964600,027,091
39,964600,105,094
39,964700,027,091
39,964800,027,091
39,964900,027,091
39,964900,073,078
39,965000,027,091
39,965000,073,078
39,965000,117,087
39,965100,027,091
39,965100,073,078
39,965100,117,087
39,965200,073,078
39,965200,117,087
39,965300,073,078
39,965300,117,087
39,965400,073,078
39,965400,117,087
39,965500,073,078
39,965500,117,087
39,965800,127,072
39,965900,127,072
39,966000,127,072
39,966100,127,072
39,966200,127,072
39,966300,127,072
39,966600,111,096
39,966700,111,096
39,966800,111,096
39,966900,111,096
39,967200,107,084
39,967300,107,084
39,967400,107,084
39,967500,107,084
39,967600,107,084
39,967700,107,084
39,967800,107,084
39,967900,107,084
39,968000,107,084
39,968300,121,095
39,968400,121,095
39,968500,121,095
39,968800,115,078
39,968900,115,078
39,969000,115,078
39,969100,115,078
39,970100,005,070
39,970200,005,070
39,970300,005,070
39,970400,005,070
39,970500,005,070
39,970600,005,070
39,970700,005,070
39,970800,005,070
39,970900,005,070
39,971000,005,070
39,971100,005,070
39,971400,149,084
39,971400,149,085
39,971500,149,084
39,971500,149,085
39,971600,149,084
39,971700,149,084
39,971700,149,085
39,971800,149,085
39,971900,149,085
39,972000,149,085
39,972100,149,085
39,972200,149,085
39,972300,149,084
39,972300,149,085
39,972600,009,078
39,972600,009,094
39,972700,009,078
39,972700,009,094
39,972800,009,094
39,972900,009,094
39,973000,009,094
39,973101,009,094
39,973200,009,094
39,973300,009,094
39,973400,009,094
39,973500,009,094
39,973600,009,094
39,973700,009,094
39,973800,009,094
39,973901,009,094
39,973902,009,094
39,974100,033,087
39,974200,033,087
39,974300,033,087
39,974400,033,087
39,974500,033,087
39,974600,033,087
39,974700,033,087
39,974800,033,087
39,974900,033,087
39,975000,033,087
39,975100,033,087
39,975200,033,087
39,975300,033,087
39,975600,067,095
39,975700,067,095
39,975800,067,095
39,975900,067,095
39,975900,067,096
39,976000,067,095
39,976301,075,098
39,976302,075,098
39,976400,075,070
39,976400,075,098
39,976500,075,070
39,976500,075,098
39,976600,075,070
39,976600,075,098
39,976700,075,070
39,976700,075,098
39,976801,075,098
39,976802,075,070
39,976802,075,098
39,977100,059,097
39,977200,059,097
39,977300,059,097
39,977400,059,097
39,977500,059,097
39,977600,059,097
39,977700,059,097
39,977800,059,097
39,977900,059,097
39,978000,059,097
39,980000,049,019
39,980000,049,020
39,980000,049,025
39,980000,113,041
39,980000,169,001
39,980100,035,010
39,980100,035,011
39,980500,035,014
39,981100,035,014
